,fold0,fold1,fold2,fold3,fold4,fold5,mean,std
assay_23,0.69645830998488,0.6660390314736087,0.753431405780399,0.7098340305411012,0.7400104653636714,0.7883744855967079,0.7256912881233948,0.043745051290931876
assay_19,0.6731115614094338,0.8070737819596268,0.725526506899056,0.6613424472809282,0.6948581832315608,0.6533502163131792,0.7025437828489641,0.057441461437332836
assay_20,0.6311230585424134,0.7047781224026435,0.7013845025042269,0.7421476557279026,0.7053848271218213,0.6835823343472297,0.694733416774373,0.036544000777615444
assay_2,0.6340388007054674,0.6471416530318806,0.7774473725862616,0.7124300201223278,0.7285501811247068,0.5831096797280373,0.6804529512164471,0.07139106764293109
assay_25,0.6559683908611784,0.6848225681397984,0.6397809144203375,0.6475494781227266,0.6958047676510499,0.7152386217062834,0.6731941234835622,0.029950018449262927
assay_26,0.7902465034247981,0.6151709565558197,0.6694187646568598,0.6651637144390767,0.6610195522476225,0.6321896032040959,0.6722015157547121,0.0615960511744578
assay_22,0.617676158491399,0.633450911228689,0.6836513280957726,0.6874801881648851,0.6725523548239598,0.6895424836601307,0.6640589040774727,0.030796686430453614
assay_24,0.5814197530864198,0.6318484826606984,0.6148722946968561,0.5859692697299534,0.5661992582431539,0.8768371546149323,0.6428577021720024,0.11707963313099333
assay_17,0.5848869895536563,0.5538223213653424,0.6171031428825193,0.6949261752777519,0.7241443598032744,0.6389868564589753,0.6356449742235866,0.06476525188907405
assay_18,0.635843083047136,0.5857091399580018,0.6107984326545853,0.6032968170722481,0.6059004428610307,0.6485127474933795,0.6150101105143969,0.023034373545002634
assay_7,0.6129136839921153,0.6358561693489924,0.5452873742089428,0.6116775716560112,0.6603829058184257,0.5816700799518668,0.6079646308293924,0.04045672857244429
assay_28,0.5870536344887984,0.5877112938007929,0.5853210612738744,0.6075788733210629,0.6155686439680081,0.632193323776367,0.6025711384381507,0.019134573402644288
assay_8,0.5916627573006173,0.590740096898289,0.6225103934493605,0.6139622681844904,0.5916492943407318,0.5981526151509569,0.6014462375540743,0.01354633282326588
assay_10,0.5965640493485529,0.5471010578924248,0.6143396932285822,0.6319025959961632,0.5574923357361836,0.6553049951742762,0.6004507878960306,0.042184904931012526
assay_13,0.5567246052851325,0.6768510331728722,0.4820301783264745,0.5849739407476668,0.6537362932290468,0.6178130511463845,0.5953548503179296,0.07070633900511653
assay_0,0.6234251345362456,0.5608618233618234,0.5899654186691223,0.6082382172528923,0.5608833039388594,0.622590749953934,0.5943274412854795,0.028623365296893005
assay_15,0.672119341563786,0.5350130939019828,0.574666150797838,0.5265397641128635,0.5381915537477965,0.5140019937121387,0.5600886496394009,0.05851692635765787
assay_9,0.5463809580725003,0.5530363722992626,0.5511606257898036,0.572925577976083,0.5358393347050755,0.6008696065669265,0.5600354125682753,0.023380463983205868
assay_12,0.5187981626470716,0.5746259151608946,0.5171785593286741,0.5636291104545073,0.5997631673624839,0.5459962277091908,0.5533318571104703,0.03246162460169974
assay_16,0.5281754146784822,0.5572732648204346,0.5208653665175403,0.5362909869830286,0.5779488669378268,0.5779909158491361,0.5497574692977413,0.0250210088445437
assay_14,0.5447522070978861,0.5318945760397237,0.5503411352172286,0.542762056291575,0.5346054863942132,0.5627922137427602,0.5445246124638978,0.01121251514214171
assay_21,0.5911671713040692,0.5811181157516855,0.5413660413660414,0.5146012397770485,0.482601779032511,0.5339701928849215,0.5408040900193796,0.040700803263886164
assay_5,0.5101972374185164,0.577680244346911,0.5455358740382895,0.6055141633372925,0.500532141336739,0.4329479391207786,0.5287345999330878,0.06146081214014439
assay_11,0.5849235786342705,0.5669921271295841,0.5171483789085035,0.5370667141500474,0.4924813003079949,0.4539190353143841,0.5254218557407975,0.04831217063649378
assay_27,0.4995735288945165,0.5128413767302656,0.5863989865952299,0.5365434512387918,0.560407493740827,0.4541629923574368,0.5249879715928446,0.046838009716000294
assay_6,0.6390862303053266,0.5978459672769926,0.4746108427267847,0.5405380504882993,0.6084549195660307,0.2438271604938272,0.5173938618095436,0.14613587535180073
assay_1,0.5295002043556957,0.5143619789570826,0.4367825427766948,0.5855908514486633,0.4682173776226334,0.4645478812145479,0.4998334727292196,0.05415826930330708
assay_3,0.4086571751870429,0.5155557999034825,0.5263023574823746,0.407114127702363,0.5941902687000726,0.5242014501273761,0.49600352985045193,0.07384684164024037
assay_4,0.5291351108344572,0.5567871734737525,0.4549985809564353,0.5354014983644614,0.4690182245737801,0.4090534979423868,0.49239901435754563,0.056985117891451276
