,fold0,fold1,fold2,fold3,fold4,fold5,mean,std
assay_23,0.6975652724444995,0.6458708748111992,0.7435593820381291,0.706902073484565,0.7331696443118065,0.7464951989026063,0.7122604076654676,0.03805541149936062
assay_20,0.6340465587777416,0.7116503476656734,0.6878688550738508,0.7569705100569297,0.7106875317058966,0.720470268980736,0.703615678710138,0.04082451997036456
assay_19,0.6889658148523397,0.8161869839952032,0.7038065843621399,0.607695705749692,0.6536418218826393,0.6092117758784426,0.6799181144534096,0.07762426278966762
assay_22,0.6567097109881274,0.6506405545757398,0.6749220601072453,0.6691645428379424,0.6789574759945131,0.7128372716608011,0.6738719360273948,0.02191648448750441
assay_26,0.7659447930765759,0.6371188303555454,0.6531968912921293,0.6792347212637068,0.6614212298422826,0.6124943226392502,0.6682351314115818,0.052945271430209016
assay_25,0.6611083216833704,0.6405308045565694,0.6561153115640295,0.6423574302555195,0.677541516931659,0.6981274184632393,0.6626301339090644,0.022029653870448015
assay_24,0.6364609053497943,0.6349673910427647,0.5569550657269955,0.5656122921080187,0.6147690900777321,0.9091710758377424,0.6529893033571745,0.13003474874864407
assay_2,0.5811670884134652,0.5957161981258368,0.7719808483697373,0.6668426540221413,0.7008507234342827,0.5913656928149682,0.6513205341967386,0.0759750201268464
assay_17,0.5366538461538461,0.6303041569293959,0.5628893710428483,0.675000398900349,0.6952489084272031,0.6189185086335025,0.6198358650145241,0.06164873239792039
assay_7,0.6432591555140574,0.5999763719061965,0.5314944496317046,0.6036464753843365,0.6658461160157054,0.5902669304731161,0.6057482498208527,0.046496992781940534
assay_18,0.6140530070919965,0.5731812838382135,0.6150191393507624,0.5978058828656747,0.5850301425897061,0.6389366211996181,0.6040043461559952,0.023626542761207407
assay_0,0.6306995884773662,0.5490463754352644,0.5697526067896439,0.6033222688096902,0.5973653268974906,0.5881334070388797,0.5897199289080559,0.028207648664710927
assay_28,0.5766952354719327,0.6055334256198737,0.5518829000982661,0.5808021460551183,0.5932017245908173,0.6170968565671275,0.5875353814005226,0.023081865175393387
assay_8,0.579609538457275,0.5570487871617815,0.5997529283444776,0.5895778953556732,0.5794874632554756,0.5627572016460906,0.5780389690367956,0.016020785392383448
assay_10,0.553567691985771,0.5357611808451137,0.5656411335578002,0.6006695751724991,0.5456621222840462,0.6334713458896466,0.5724621749558128,0.037380503606558584
assay_3,0.4767188529158432,0.5797643264243957,0.5467110090279771,0.4858038657058265,0.6286129266521423,0.7141877327062511,0.5719664522387392,0.09014483504859387
assay_13,0.604180316285762,0.6151717588499197,0.506755829903978,0.5001298633837203,0.6294379265393759,0.5402116402116401,0.5659812225290661,0.05729529285537838
assay_16,0.5646294312620147,0.532656023222061,0.5392819740645828,0.5679546328335257,0.5786848731357738,0.5656366425597195,0.5581405961796128,0.0180099384233339
assay_9,0.5388203294505118,0.5475191448321441,0.5538414755718502,0.573744437380801,0.5465637860082304,0.5880751558812864,0.5580940548541373,0.018858089166984355
assay_12,0.4971281334641321,0.5750851609905108,0.5065157198556084,0.5737450086656435,0.5523238528364542,0.5559949417009602,0.5434654695855515,0.03365871869424973
assay_6,0.6241672192226326,0.5758831832369138,0.5121309715512615,0.5185799398071371,0.6421997755331089,0.3503086419753086,0.5372116218877271,0.10581888344668411
assay_15,0.5750949667616334,0.5126795735129068,0.5343658526100227,0.5593360505641207,0.4821906657257861,0.5434399202515144,0.5345178382376641,0.03333801571389967
assay_21,0.5677816522450385,0.5632825496891691,0.5383197049863716,0.5397718393498985,0.4759023996773543,0.5042413802103725,0.5315499210263674,0.03542747808841314
assay_4,0.6293183940242764,0.5548844344145021,0.519919824038598,0.5861559565263268,0.5141681363903586,0.3651577503429355,0.5282674159561663,0.09071282595204846
assay_14,0.5329051915163026,0.5144859202122803,0.5308809671054568,0.5389077324917382,0.5262636386344814,0.5230250451522649,0.5277447491854207,0.008501106569772113
assay_11,0.5543371140855419,0.5612783868797614,0.5356476673974078,0.5120390155112378,0.4831249838237959,0.505833529089343,0.5253767827978479,0.030259432752962813
assay_27,0.4832137455594246,0.4750116909839131,0.5601034171261253,0.521014204168326,0.5041600374933708,0.5591135116598078,0.517102767831828,0.03665213942005658
assay_5,0.5009432182607055,0.5261030261030262,0.5129037480084179,0.568433934420329,0.4701149425287356,0.4978444052518126,0.5127238790955045,0.03304042487223893
assay_1,0.5227061884094639,0.5242809084616994,0.4889773301566674,0.5289439838183985,0.4773749671991126,0.50204151519941,0.5073874822074586,0.02122732904029083
