,fold0,fold1,fold2,fold3,fold4,fold5,mean,std
assay_23,0.701953798572156,0.6449399919522735,0.7210554463350884,0.7030490086045642,0.7196375074033823,0.7698216735253773,0.7100762377321402,0.04034740259003395
assay_20,0.6429377406079915,0.7042409130531735,0.7070517114875426,0.7380324293904541,0.6975024284157629,0.7046206834854178,0.699064317740057,0.030960021584715443
assay_19,0.6642275507523734,0.8070891564042249,0.7413943355119826,0.6346795005928715,0.6646526946720264,0.611522633744856,0.6872609786130557,0.07325570904418517
assay_26,0.7522045855379189,0.6032172038613263,0.6458838046139633,0.715428264703627,0.6233563707247918,0.6248812915479582,0.6608285868315976,0.059278142590251784
assay_22,0.6327988269239865,0.650977366255144,0.6678804505965001,0.6382601933212455,0.6423520804755374,0.6698601567882614,0.650354845726779,0.015534028338741875
assay_2,0.6248206206798339,0.6278843770142297,0.7299422285533397,0.666138704600243,0.6965621283597797,0.5057638729136313,0.6418519886868429,0.07790772906375532
assay_25,0.6261379224342186,0.63347170036381,0.5961333004602235,0.6322054449442984,0.6598716809660837,0.6760963700018428,0.6373194031950795,0.02783715626264097
assay_17,0.5288822412155746,0.6292171234331846,0.5422233641658102,0.6837536804423383,0.7075274710933627,0.6401359895783687,0.6219566449881065,0.0728624508187173
assay_24,0.6330246913580246,0.6132746131446587,0.5164817313940121,0.584130810626537,0.5439973581263019,0.8121693121693122,0.6171797528031411,0.1047618513016226
assay_7,0.5986746550472041,0.572371777315956,0.5333242556281772,0.598767927519668,0.6481147381053567,0.6090920661367396,0.5933909032921837,0.038334999287540805
assay_0,0.630389363722697,0.5511831275720165,0.5562797970205378,0.5778253358179983,0.589993502274204,0.6363736871199558,0.5903408022545682,0.036257818042995896
assay_28,0.5629167019803938,0.615582299818252,0.5560683317489126,0.6049908971184534,0.5723904694618805,0.6162271220636979,0.5880293036985984,0.027344834380082002
assay_13,0.6204956256985393,0.603431902282477,0.5216049382716049,0.5675895624469725,0.6417452649336708,0.522633744855967,0.5795835064148719,0.050705573873792584
assay_18,0.5943446909780115,0.547155876332027,0.5836382245960066,0.5753999068178288,0.5648997583644655,0.6109080465349579,0.5793910839372162,0.02236069819883515
assay_8,0.5548874993319438,0.5609176364543597,0.592719210888225,0.5799848217625996,0.54263768244952,0.5815618875320367,0.5687847897364474,0.018974980696488775
assay_10,0.5480119229110351,0.5213294829601784,0.5452670220725775,0.6136823540332312,0.5439364678738281,0.6206949671001958,0.5654870361585077,0.04122923563300918
assay_3,0.4561905726976406,0.6059034459166407,0.5246435065556513,0.5057259370984861,0.5737956911159525,0.6436409954928474,0.5516500248128697,0.069060964057897
assay_9,0.5366261784172233,0.5239939597238072,0.5367594851735668,0.5642081917334443,0.5290179183813444,0.5777860993717197,0.5447319721335177,0.021345536027530497
assay_16,0.5312697691361631,0.5142995834819735,0.5328043936739589,0.5504206415493852,0.5593227451739945,0.5555577041248233,0.5406124728567163,0.01737961312302125
assay_15,0.5582621082621083,0.4975046763935652,0.5888935786055127,0.5707218382656979,0.5061738673094254,0.5128517751706158,0.5390679740011542,0.03834003607531359
assay_21,0.5458191628280742,0.5462722178443219,0.529763240874352,0.5563629733812575,0.4918031562516337,0.5288022342285909,0.533137164234705,0.02285377922841585
assay_12,0.4906892232895897,0.5574074606996418,0.5156101603823662,0.5439547910447381,0.5327223384143503,0.5205907454171343,0.5268291198746368,0.02338344738712645
assay_14,0.5138167844957968,0.5158966564517973,0.5328364601870432,0.5233300735781794,0.5185486317648331,0.537771885073711,0.5237000819252268,0.009661639754436428
assay_6,0.6089719301569259,0.5160384485397904,0.4969404186795491,0.484337571402248,0.6375982042648709,0.3855452674897119,0.5215719734221828,0.09124454776925596
assay_27,0.5202991452991452,0.5054409839132061,0.5162121400907496,0.5006287486574225,0.5303116636449969,0.5282064471879286,0.5168498547989082,0.01196481000637272
assay_4,0.6071860843102673,0.5144770417570099,0.509401163615723,0.5335549224438113,0.4960023515579072,0.3686556927297669,0.5048795427357476,0.07750768313766808
assay_5,0.4900752478567985,0.4897204897204897,0.4827169013964505,0.6030954180614044,0.4937207322264794,0.4461427918218041,0.500911930180571,0.0530406978383241
assay_1,0.4844778874162304,0.5341145288414592,0.4498844848747382,0.5165881687805911,0.4807711005102825,0.5262411534341359,0.4986795539762395,0.03237084027278631
assay_11,0.5051335806052788,0.504131893307151,0.5078891196492442,0.4797206394428617,0.4790097574863473,0.5120455197974578,0.49798841838139013,0.014685523006702964
